post_id,run_id,scraped_at,price,year,make,model,mileage,transmission,fuel_type,drive_type,vehicle_type,color,condition,title_status,source_txt
7917363018,20260305050006,2026-03-05T05:00:06Z,5900,2008,Toyota,Corolla,139374,,,,,,,,scrapes/20260305050006/7917363018.txt
7917465785,20260309140017,2026-03-09T14:00:17Z,7500,2022,kia,rio,20800,,,,,,,,scrapes/20260309140017/7917465785.txt
7917666206,20260316150041,2026-03-16T15:00:41Z,139500,2025,Ford,Mini-T HR Campervan,87,,,,,,,,scrapes/20260316150041/7917666206.txt
7917682723,20260316010022,2026-03-16T01:00:22Z,7500,2014,Honda,civic EX,150000,,,,,,,,scrapes/20260316010022/7917682723.txt
7917739793,20260316130035,2026-03-16T13:00:35Z,6800,2016,toyota,corolla le,178000,,,,,,,,scrapes/20260316130035/7917739793.txt
7917845889,20260316180005,2026-03-16T18:00:05Z,2850,2000,Mercury,Mountaineer Sport Utility,228000,,,,,,,,scrapes/20260316180005/7917845889.txt
7917976953,20260306120033,2026-03-06T12:00:33Z,,2022,Acura,TLX TYPE S,24000,,,,,,,,scrapes/20260306120033/7917976953.txt
7917987359,20260305050006,2026-03-05T05:00:06Z,59500,1977,Pontiac,Trans Am,5977,,,,,,,,scrapes/20260305050006/7917987359.txt
7918042174,20260316180005,2026-03-16T18:00:05Z,17999,2019,Audi,A6,42250,,,,,,,,scrapes/20260316180005/7918042174.txt
7918535235,20260304050024,2026-03-04T05:00:24Z,3500,2003,Audi,A4 Quattro,147597,,,,,,,,scrapes/20260304050024/7918535235.txt
7918624710,20260309170005,2026-03-09T17:00:05Z,4500,2013,Fiat,500 Abarth,205149,,,,,,,,scrapes/20260309170005/7918624710.txt
7918628043,20260320130005,2026-03-20T13:00:05Z,95000,1950,Jaguar,MK V Drophead coupe,51000,,,,,,,,scrapes/20260320130005/7918628043.txt
7918700153,20260306110005,2026-03-06T11:00:05Z,3500,2014,ford,focus se,176000,,,,,,,,scrapes/20260306110005/7918700153.txt
7918894082,20260320140005,2026-03-20T14:00:05Z,10700,2009,Chevrolet,Silverado 1500 LT extended cab 4D,130000,,,,,,,,scrapes/20260320140005/7918894082.txt
7918894626,20260320120006,2026-03-20T12:00:06Z,8700,2016,Mazda,CX-5,156000,,,,,,,,scrapes/20260320120006/7918894626.txt
7914658826,20260305030013,2026-03-05T03:00:13Z,6800,2000,Jeep,Cherokee,244000,,,,,,,,scrapes/20260305030013/7914658826.txt
7914671740,20260304140021,2026-03-04T14:00:21Z,9885,2015,Jeep,Grand Cherokee Overland AWD SUV,140000,,,,,,,,scrapes/20260304140021/7914671740.txt
7914776712,20260305080033,2026-03-05T08:00:33Z,3200,2012,Ford,E250 super duty,200000,,,,,,,,scrapes/20260305080033/7914776712.txt
7914781864,20260305070032,2026-03-05T07:00:32Z,12800,2014,Jeep,Grand Cherokee,123100,,,,,,,,scrapes/20260305070032/7914781864.txt
7914781940,20260305110044,2026-03-05T11:00:44Z,9800,2018,Nissan,Sentra,105700,,,,,,,,scrapes/20260305110044/7914781940.txt
7914793597,20260305020005,2026-03-05T02:00:05Z,3000,2008,ford,e-250 econoline,210000,,,,,,,,scrapes/20260305020005/7914793597.txt
7915186286,20260308010005,2026-03-08T01:00:05Z,18000,2012,Mercedes-Benz,S-class S550,68000,,,,,,,,scrapes/20260308010005/7915186286.txt
7915399261,20260310130024,2026-03-10T13:00:24Z,,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260310130024/7915399261.txt
7915521278,20260310220027,2026-03-10T22:00:27Z,18500,2018,Honda,Civic LX,101000,,,,,,,,scrapes/20260310220027/7915521278.txt
7915693847,20260312000012,2026-03-12T00:00:12Z,9599,2018,Subaru,Outback,181512,,,,,,,,scrapes/20260312000012/7915693847.txt
7915913986,20260312140037,2026-03-12T14:00:37Z,47500,2019,Mercedes Benz,AMG GLE 43 Studio,74648,,,,,,,,scrapes/20260312140037/7915913986.txt
7916041655,20260304090030,2026-03-04T09:00:30Z,2000,2003,mazda,protege,160000,,,,,,,,scrapes/20260304090030/7916041655.txt
7916267607,20260312150026,2026-03-12T15:00:26Z,10000,2016,Cadillac,XTS,117583,,,,,,,,scrapes/20260312150026/7916267607.txt
7916389889,20260312160029,2026-03-12T16:00:29Z,3900,2000,Ford,Mustang Convertible,197000,,,,,,,,scrapes/20260312160029/7916389889.txt
7916392353,20260312160029,2026-03-12T16:00:29Z,4900,2006,Honda,Odyssey EX,150000,,,,,,,,scrapes/20260312160029/7916392353.txt
7916393258,20260312080005,2026-03-12T08:00:05Z,8900,2014,Volkswagen,Passat,85972,,,,,,,,scrapes/20260312080005/7916393258.txt
7916393626,20260312110034,2026-03-12T11:00:34Z,4900,2015,Chevrolet,Malibu LT,127000,,,,,,,,scrapes/20260312110034/7916393626.txt
7916541698,20260313130036,2026-03-13T13:00:36Z,49000,2018,GMC,Sierra 2500hd Denali,81000,,,,,,,,scrapes/20260313130036/7916541698.txt
7916575150,20260313160005,2026-03-13T16:00:05Z,88993,2024,RAM,PROMASTER 2500,25,,,,,,,,scrapes/20260313160005/7916575150.txt
7916607883,20260313120023,2026-03-13T12:00:23Z,10998,2015,Subaru,Outback,141231,,,,,,,,scrapes/20260313120023/7916607883.txt
7916683422,20260314100043,2026-03-14T10:00:43Z,2200,1993,Buick,regal custom coupe,54600,,,,,,,,scrapes/20260314100043/7916683422.txt
7916687096,20260314060026,2026-03-14T06:00:26Z,12900,2018,Subaru,Crosstrek 2.0i Premium AWD Hatchback,105587,,,,,,,,scrapes/20260314060026/7916687096.txt
7916936209,20260314150024,2026-03-14T15:00:24Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260314150024/7916936209.txt
7917019692,20260314010005,2026-03-14T01:00:05Z,6485,2014,Cadillac,ATS-4 AWD Sport Sedan,130000,,,,,,,,scrapes/20260314010005/7917019692.txt
7917147117,20260315040027,2026-03-15T04:00:27Z,,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260315040027/7917147117.txt
7917251928,20260305100033,2026-03-05T10:00:33Z,,2016,chevy,silverado 1500,90000,,,,,,,,scrapes/20260305100033/7917251928.txt
7917362531,20260305030013,2026-03-05T03:00:13Z,69500,1966,CHEVROLET,CHEVELLE,59985,,,,,,,,scrapes/20260305030013/7917362531.txt
7917559035,20260305060034,2026-03-05T06:00:34Z,14500,2019,Audi,A4,71241,,,,,,,,scrapes/20260305060034/7917559035.txt
7917572553,20260316170052,2026-03-16T17:00:52Z,10000,2020,Kia,Forte,89000,,,,,,,,scrapes/20260316170052/7917572553.txt
7917691194,20260316190034,2026-03-16T19:00:34Z,29500,2016,BMW,650xi Gran Coupe,57262,,,,,,,,scrapes/20260316190034/7917691194.txt
7917798677,20260316170052,2026-03-16T17:00:52Z,4500,2009,subaru,forester,200000,,,,,,,,scrapes/20260316170052/7917798677.txt
7917912329,20260316170052,2026-03-16T17:00:52Z,9499,2015,Subaru,Outback,155446,,,,,,,,scrapes/20260316170052/7917912329.txt
7917987392,20260305060034,2026-03-05T06:00:34Z,8800,2015,Kia,Optima,116669,,,,,,,,scrapes/20260305060034/7917987392.txt
7918042714,20260316220034,2026-03-16T22:00:34Z,21000,2023,volkswagen,tiguan,21500,,,,,,,,scrapes/20260316220034/7918042714.txt
7918072752,20260317050026,2026-03-17T05:00:26Z,3288,2007,ford,focus,185000,,,,,,,,scrapes/20260317050026/7918072752.txt
7918092307,20260317110025,2026-03-17T11:00:25Z,8700,2007,Jeep,Wrangler Sahara,174000,,,,,,,,scrapes/20260317110025/7918092307.txt
7918153201,20260315120023,2026-03-15T12:00:23Z,8500,2012,toyota,camry,160899,,,,,,,,scrapes/20260315120023/7918153201.txt
7918157484,20260317100028,2026-03-17T10:00:28Z,8300,2014,JEEP,WRANGLER SPORT,163000,,,,,,,,scrapes/20260317100028/7918157484.txt
7918238348,20260315120023,2026-03-15T12:00:23Z,12900,2014,Honda,CR-V EX,130000,,,,,,,,scrapes/20260315120023/7918238348.txt
7918346958,20260319050006,2026-03-19T05:00:06Z,4800,2010,Chevrolet,Express 2500 Cargo,280000,,,,,,,,scrapes/20260319050006/7918346958.txt
7918348845,20260319100013,2026-03-19T10:00:13Z,17995,2015,GMC,Sierra 1500,99000,,,,,,,,scrapes/20260319100013/7918348845.txt
7918543231,20260320060019,2026-03-20T06:00:19Z,9800,2020,chevy,trax,60000,,,,,,,,scrapes/20260320060019/7918543231.txt
7918690693,20260315160006,2026-03-15T16:00:06Z,10700,2020,Nissan,Pathfinder S,111414,,,,,,,,scrapes/20260315160006/7918690693.txt
7918711763,20260310050035,2026-03-10T05:00:35Z,4500,2013,Toyota,Camry,215000,,,,,,,,scrapes/20260310050035/7918711763.txt
7914781811,20260305030013,2026-03-05T03:00:13Z,12800,2014,Mazda,CX-5,99800,,,,,,,,scrapes/20260305030013/7914781811.txt
7914814317,20260305100033,2026-03-05T10:00:33Z,,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260305100033/7914814317.txt
7914865369,20260305090023,2026-03-05T09:00:23Z,10998,2014,Subaru,Forester,137319,,,,,,,,scrapes/20260305090023/7914865369.txt
7914921963,20260305180005,2026-03-05T18:00:05Z,13800,2015,Cadillac,ATS Sedan,80600,,,,,,,,scrapes/20260305180005/7914921963.txt
7915119717,20260306140044,2026-03-06T14:00:44Z,6400,2010,Honda,Civic Hybrid,122487,,,,,,,,scrapes/20260306140044/7915119717.txt
7915583011,20260310220027,2026-03-10T22:00:27Z,25000,2018,ford,e350 super duty cutaway,160000,,,,,,,,scrapes/20260310220027/7915583011.txt
7915848987,20260312130018,2026-03-12T13:00:18Z,3288,2007,ford,focus,185000,,,,,,,,scrapes/20260312130018/7915848987.txt
7915899622,20260311050018,2026-03-11T05:00:18Z,64993,2022,CHRYSLER,PACIFICA LIMITED,43287,,,,,,,,scrapes/20260311050018/7915899622.txt
7915927859,20260312090033,2026-03-12T09:00:33Z,68993,2023,CHRYSLER,PACIFICA TOURING L,20228,,,,,,,,scrapes/20260312090033/7915927859.txt
7916261936,20260312110034,2026-03-12T11:00:34Z,4300,2008,Nissan,Frontier,202000,,,,,,,,scrapes/20260312110034/7916261936.txt
7916384817,20260312080005,2026-03-12T08:00:05Z,20000,2023,Honda,Accord Ex Sedan,77500,,,,,,,,scrapes/20260312080005/7916384817.txt
7916390369,20260308070005,2026-03-08T07:00:05Z,5885,2012,Mini,Cooper Countryman S Hatchback,118000,,,,,,,,scrapes/20260308070005/7916390369.txt
7916391229,20260312120038,2026-03-12T12:00:38Z,9900,2015,Subaru,Forester,90000,,,,,,,,scrapes/20260312120038/7916391229.txt
7916393103,20260312130018,2026-03-12T13:00:18Z,6900,2014,Hyundai,Sonata,118290,,,,,,,,scrapes/20260312130018/7916393103.txt
7916740848,20260314140033,2026-03-14T14:00:33Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260314140033/7916740848.txt
7916892064,20260314120015,2026-03-14T12:00:15Z,24495,2020,Land Rover,Range Rover Sport,69945,,,,,,,,scrapes/20260314120015/7916892064.txt
7917251643,20260305090023,2026-03-05T09:00:23Z,,2021,tesla,s,61000,,,,,,,,scrapes/20260305090023/7917251643.txt
7917360261,20260305110044,2026-03-05T11:00:44Z,10900,2017,Land Rover,Discovery,165497,,,,,,,,scrapes/20260305110044/7917360261.txt
7917362400,20260305110044,2026-03-05T11:00:44Z,9700,2011,Ram,Dakota,129550,,,,,,,,scrapes/20260305110044/7917362400.txt
7917362762,20260305050006,2026-03-05T05:00:06Z,12850,2016,Dodge,Grand Caravan,48019,,,,,,,,scrapes/20260305050006/7917362762.txt
7918053208,20260317110025,2026-03-17T11:00:25Z,7000,2017,Hyundai,Sonata,77945,,,,,,,,scrapes/20260317110025/7918053208.txt
7918152795,20260317160006,2026-03-17T16:00:06Z,9900,2013,Mercedes-Benz,E 350 Sport 4MATIC Wagon,148609,,,,,,,,scrapes/20260317160006/7918152795.txt
7918213110,20260305080033,2026-03-05T08:00:33Z,15200,2019,Chevrolet,Traverse,87713,,,,,,,,scrapes/20260305080033/7918213110.txt
7918342133,20260312210012,2026-03-12T21:00:12Z,11999,2020,Jeep,Grand Cherokee Laredo E,114268,,,,,,,,scrapes/20260312210012/7918342133.txt
7918494325,20260319230006,2026-03-19T23:00:06Z,8000,1981,jeep,cj7,45255,,,,,,,,scrapes/20260319230006/7918494325.txt
7918563893,20260308100006,2026-03-08T10:00:06Z,10900,2018,Chevrolet,Equinox L,94000,,,,,,,,scrapes/20260308100006/7918563893.txt
7918710726,20260320080042,2026-03-20T08:00:42Z,2000,2022,acura,tlx,30000,,,,,,,,scrapes/20260320080042/7918710726.txt
7918896309,20260320170006,2026-03-20T17:00:06Z,8700,2007,Jeep,Wrangler Sahara,171000,,,,,,,,scrapes/20260320170006/7918896309.txt
7914781844,20260305060034,2026-03-05T06:00:34Z,11800,2016,Mercedes-Benz,CLA,99200,,,,,,,,scrapes/20260305060034/7914781844.txt
7914781912,20260304180031,2026-03-04T18:00:31Z,12800,2018,Chevrolet,Equinox,135100,,,,,,,,scrapes/20260304180031/7914781912.txt
7914781965,20260305050006,2026-03-05T05:00:06Z,6800,2015,Volkswagen,Jetta Sedan,141800,,,,,,,,scrapes/20260305050006/7914781965.txt
7914782008,20260305080033,2026-03-05T08:00:33Z,9800,2017,Volkswagen,Tiguan S,131400,,,,,,,,scrapes/20260305080033/7914782008.txt
7915006026,20260305170006,2026-03-05T17:00:06Z,11950,2009,Nissan,Frontier,79780,,,,,,,,scrapes/20260305170006/7915006026.txt
7915109247,20260306160005,2026-03-06T16:00:05Z,4985,2011,Toyota,Venza LE FWD SUV,133000,,,,,,,,scrapes/20260306160005/7915109247.txt
7915119997,20260307120039,2026-03-07T12:00:39Z,11900,2013,Dodge,Durango,130090,,,,,,,,scrapes/20260307120039/7915119997.txt
7915122008,20260307170044,2026-03-07T17:00:44Z,9900,2015,Mercedes-Benz,GLA 250,110000,,,,,,,,scrapes/20260307170044/7915122008.txt
7915125382,20260307130048,2026-03-07T13:00:48Z,8000,2005,Ford,Ranger XLT,142350,,,,,,,,scrapes/20260307130048/7915125382.txt
7915557879,20260310230030,2026-03-10T23:00:30Z,8500,2008,BMW,328i,160000,,,,,,,,scrapes/20260310230030/7915557879.txt
7915759962,20260312090033,2026-03-12T09:00:33Z,18995,2023,Jeep,Grand Cherokee,68998,,,,,,,,scrapes/20260312090033/7915759962.txt
7915975399,20260311230026,2026-03-11T23:00:26Z,1950,2011,Chrysler,town &country,185000,,,,,,,,scrapes/20260311230026/7915975399.txt
7916203256,20260311090047,2026-03-11T09:00:47Z,3900,2008,Toyota,Rav 4,220000,,,,,,,,scrapes/20260311090047/7916203256.txt
7916221821,20260312110034,2026-03-12T11:00:34Z,3500,1999,Ford,Mustang V6,119000,,,,,,,,scrapes/20260312110034/7916221821.txt
7916381236,20260312150026,2026-03-12T15:00:26Z,7799,2017,Subaru,Outback,190940,,,,,,,,scrapes/20260312150026/7916381236.txt
7916392157,20260312130018,2026-03-12T13:00:18Z,13900,2016,Honda,CR-V LX,87467,,,,,,,,scrapes/20260312130018/7916392157.txt
7916392765,20260312110034,2026-03-12T11:00:34Z,6900,2012,Honda,Accord LX,150492,,,,,,,,scrapes/20260312110034/7916392765.txt
7916558899,20260311230026,2026-03-11T23:00:26Z,2800,2010,Nissan,Maxima,178542,,,,,,,,scrapes/20260311230026/7916558899.txt
7916637397,20260307110030,2026-03-07T11:00:30Z,12500,2010,toyota,tacoma,168916,,,,,,,,scrapes/20260307110030/7916637397.txt
7916642359,20260307110030,2026-03-07T11:00:30Z,7500,2014,SUBARU,XV CROSSTREK HYBRID,100987,,,,,,,,scrapes/20260307110030/7916642359.txt
7916655248,20260304070030,2026-03-04T07:00:30Z,5900,2016,Subaru,Forester 2.5i Premium AWD SUV,172879,,,,,,,,scrapes/20260304070030/7916655248.txt
7917251846,20260305130008,2026-03-05T13:00:08Z,2000,2020,honda,accord,20000,,,,,,,,scrapes/20260305130008/7917251846.txt
7917360087,20260305100033,2026-03-05T10:00:33Z,15850,2020,Nissan,Rogue,82675,,,,,,,,scrapes/20260305100033/7917360087.txt
7917362371,20260305090023,2026-03-05T09:00:23Z,9750,2005,Chevrolet,Tahoe,105076,,,,,,,,scrapes/20260305090023/7917362371.txt
7917362584,20260316080015,2026-03-16T08:00:15Z,10900,2012,Acura,TL,92518,,,,,,,,scrapes/20260316080015/7917362584.txt
7917932723,20260311230026,2026-03-11T23:00:26Z,10500,2015,honda,accord ex-l,103000,,,,,,,,scrapes/20260311230026/7917932723.txt
7918055075,20260304180031,2026-03-04T18:00:31Z,,2013,mercedes-benz,cls550,120000,,,,,,,,scrapes/20260304180031/7918055075.txt
7918135887,20260317170009,2026-03-17T17:00:09Z,10998,2016,Subaru,Outback,147397,,,,,,,,scrapes/20260317170009/7918135887.txt
7918163317,20260317110025,2026-03-17T11:00:25Z,2995,2007,Chevrolet,Impala LT,136320,,,,,,,,scrapes/20260317110025/7918163317.txt
7918270581,20260318210005,2026-03-18T21:00:05Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260318210005/7918270581.txt
7918440224,20260319180031,2026-03-19T18:00:31Z,8885,2016,Volvo,XC60,126000,,,,,,,,scrapes/20260319180031/7918440224.txt
7918904199,20260320210038,2026-03-20T21:00:38Z,,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260320210038/7918904199.txt
7914681045,20260304080032,2026-03-04T08:00:32Z,7200,2015,honda,civic ex-l,173000,,,,,,,,scrapes/20260304080032/7914681045.txt
7914787364,20260305070032,2026-03-05T07:00:32Z,6499,2012,Toyota,Prius C Four,159450,,,,,,,,scrapes/20260305070032/7914787364.txt
7914801318,20260305000006,2026-03-05T00:00:06Z,22500,1951,Ford,Country Squire Wagon,91000,,,,,,,,scrapes/20260305000006/7914801318.txt
7914890268,20260305120036,2026-03-05T12:00:36Z,10000,2006,Toyota,Tundra SR5,232000,,,,,,,,scrapes/20260305120036/7914890268.txt
7915101034,20260306160005,2026-03-06T16:00:05Z,21500,1993,pontiac,firebird trans am,118000,,,,,,,,scrapes/20260306160005/7915101034.txt
7915119788,20260306210005,2026-03-06T21:00:05Z,10750,2012,Toyota,Venza,136009,,,,,,,,scrapes/20260306210005/7915119788.txt
7915306984,20260308170005,2026-03-08T17:00:05Z,5400,2013,Volkswagen,Gti,185000,,,,,,,,scrapes/20260308170005/7915306984.txt
7915428022,20260310190049,2026-03-10T19:00:49Z,4950,2014,jeep,grand cherokee laredo,210000,,,,,,,,scrapes/20260310190049/7915428022.txt
7915635856,20260312040006,2026-03-12T04:00:06Z,9400,2004,Jeep,Wrangler,130000,,,,,,,,scrapes/20260312040006/7915635856.txt
7915971073,20260312120038,2026-03-12T12:00:38Z,21000,2024,Ford,Ranger XL,5476,,,,,,,,scrapes/20260312120038/7915971073.txt
7916081797,20260312130018,2026-03-12T13:00:18Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260312130018/7916081797.txt
7916185354,20260312160029,2026-03-12T16:00:29Z,6488,2014,Nissan,Maxima SV,117455,,,,,,,,scrapes/20260312160029/7916185354.txt
7916396849,20260312140037,2026-03-12T14:00:37Z,11895,2012,Audi,A7,110892,,,,,,,,scrapes/20260312140037/7916396849.txt
7916411822,20260312120038,2026-03-12T12:00:38Z,2900,2010,nissan,altima,100000,,,,,,,,scrapes/20260312120038/7916411822.txt
7916635336,20260307140040,2026-03-07T14:00:40Z,6900,2018,subaru,crosstrek,188779,,,,,,,,scrapes/20260307140040/7916635336.txt
7916636357,20260307110030,2026-03-07T11:00:30Z,29900,2023,Jeep,Grand Cherokee,23023,,,,,,,,scrapes/20260307110030/7916636357.txt
7917023304,20260314140033,2026-03-14T14:00:33Z,7485,2011,BMW,328i Xdrive Sedan,96000,,,,,,,,scrapes/20260314140033/7917023304.txt
7917026002,20260314210005,2026-03-14T21:00:05Z,6800,2011,Dodge,Ram 1500,139100,,,,,,,,scrapes/20260314210005/7917026002.txt
7917234871,20260315110025,2026-03-15T11:00:25Z,9000,2008,Chevy,Express 3500,170484,,,,,,,,scrapes/20260315110025/7917234871.txt
7917276594,20260315030031,2026-03-15T03:00:31Z,10950,2015,Mercedes-Benz,GL 450 4MATIC,124948,,,,,,,,scrapes/20260315030031/7917276594.txt
7917359644,20260305010005,2026-03-05T01:00:05Z,9400,2015,Honda,Civic Sedan,130759,,,,,,,,scrapes/20260305010005/7917359644.txt
7917467626,20260316160033,2026-03-16T16:00:33Z,6800,2020,Chevy,Trax,60000,,,,,,,,scrapes/20260316160033/7917467626.txt
7917559119,20260305050006,2026-03-05T05:00:06Z,20900,2014,Mercedes-Benz,S-Class,82595,,,,,,,,scrapes/20260305050006/7917559119.txt
7917987488,20260305090023,2026-03-05T09:00:23Z,179000,1956,Chevrolet,Bel Air,1250,,,,,,,,scrapes/20260305090023/7917987488.txt
7918135826,20260309110007,2026-03-09T11:00:07Z,10998,2014,Subaru,Outback,116909,,,,,,,,scrapes/20260309110007/7918135826.txt
7918541933,20260320100038,2026-03-20T10:00:38Z,7000,2022,kia,rio,20000,,,,,,,,scrapes/20260320100038/7918541933.txt
7918895197,20260320190031,2026-03-20T19:00:31Z,6400,2004,Ford,F150 XLT,156000,,,,,,,,scrapes/20260320190031/7918895197.txt
7914595917,20260304110036,2026-03-04T11:00:36Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260304110036/7914595917.txt
7914679831,20260305090023,2026-03-05T09:00:23Z,9885,2014,BMW,X3 3.5i x-drive,100000,,,,,,,,scrapes/20260305090023/7914679831.txt
7914781885,20260305040049,2026-03-05T04:00:49Z,9800,2015,Ford,Escape,85100,,,,,,,,scrapes/20260305040049/7914781885.txt
7915224065,20260307110030,2026-03-07T11:00:30Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260307110030/7915224065.txt
7915417159,20260310150040,2026-03-10T15:00:40Z,900,2000,Honda,CR-V,214203,,,,,,,,scrapes/20260310150040/7915417159.txt
7915715941,20260312120038,2026-03-12T12:00:38Z,18695,2020,Mercedes-benz,Glc,77361,,,,,,,,scrapes/20260312120038/7915715941.txt
7915854413,20260312110034,2026-03-12T11:00:34Z,9700,2004,Ford,Ranger XL regular cab 2D 6FT,83000,,,,,,,,scrapes/20260312110034/7915854413.txt
7916240320,20260312060030,2026-03-12T06:00:30Z,6988,2010,Cadillac,CTS,88498,,,,,,,,scrapes/20260312060030/7916240320.txt
7916542853,20260313110018,2026-03-13T11:00:18Z,3288,2002,Dodge,Neon,150000,,,,,,,,scrapes/20260313110018/7916542853.txt
